Date,Ticker,Company,Exchange,PE_Ratio,PB_Ratio,EV_EBITDA,Sector_Comparison,Piotroski_F,Altman_Z,Debt_Equity,Current_Ratio,Interest_Coverage,Revenue_CAGR_3Y,PAT_CAGR_3Y,Margin_Trend,FCF_Yield,Beneish_M,Red_Flag_Count,Highest_Concern,Analyst_Brief
2026-06-20,INFY.NS,Infosys Limited,NSI,1284.848610636885,434.9788930145105,833.5611061782566,,4,390.20721041422127,,,87.0,0.03441926382216631,0.03582523363792678,stable,0.0010207429420579907,,0,low,weak fundamentals (Piotroski F-score of 4). financially safe (Altman Z-score of 390.21). Revenue growth is 3.4% over three years and operating margins are stable. No significant red flags detected. Suitable for DCF or comparable company analysis.
2026-06-20,TCS.NS,Tata Consultancy Services Limited,NSI,15.62372593329811,7.16937293153301,10.705392716296316,,3,10.178605114723432,,,54.62265688671557,0.05801848619364591,0.05300128040832486,stable,0.07314882171745124,,0,low,weak fundamentals (Piotroski F-score of 3). financially safe (Altman Z-score of 10.18). Revenue growth is 5.8% over three years and operating margins are stable. No significant red flags detected. Suitable for DCF or comparable company analysis.
2026-06-20,WIPRO.NS,Wipro Limited,NSI,14.373203724612424,2.1424867268209375,9.476635343198472,,1,4.22402093023515,,,18.855228221014034,0.007808818557295538,0.051552207599823374,stable,0.08694182085737973,,0,low,weak fundamentals (Piotroski F-score of 1). financially safe (Altman Z-score of 4.22). Revenue growth is 0.8% over three years and operating margins are stable. No significant red flags detected. Suitable for DCF or comparable company analysis.
2026-06-20,HDFCBANK.NS,HDFC Bank Limited,NSI,17.83120825254863,1.5643658521885564,,,2,,,,,0.32502698064489444,0.20388517319859578,,0.1050849904931703,,0,low,weak fundamentals (Piotroski F-score of 2). Revenue growth is 32.5% over three years. No significant red flags detected. Suitable for DCF or comparable company analysis.
2026-06-20,RELIANCE.NS,Reliance Industries Limited,NSI,21.93843753549489,1.9601974402725573,9.920403950736436,,4,1.9698980531628658,,,5.045601928832724,0.0639405357459426,0.0658907750634663,stable,0.17777384848545041,,0,low,weak fundamentals (Piotroski F-score of 4). grey zone credit profile (Altman Z-score of 1.97). Revenue growth is 6.4% over three years and operating margins are stable. No significant red flags detected. Suitable for DCF or comparable company analysis.
